Roll Number,Official School Name,Coeducational/Singlesex,Ethos,Language,County,School Planning Area,School Type,Patron,Households associated with the current pupils,Validated responses from parents with children in primary school,Response rate from parents with children in primary school,Overall margin of error associated with the current pupils,Preference for singlesex from parents with children in primary school,Preference for coeducational from parents with children in primary school,Preference for multidenominational from parents with children in primary school,Preference for denominational from parents with children in primary school,Preference for Irish from parents with children in primary school,Preference for English from parents with children in primary school,Preference for singlesex from parents with children in primary school (%),Preference for coeducational from parents with children in primary school (%),Preference for multidenominational from parents with children in primary school (%),Preference for denominational from parents with children in primary school (%),Preference for Irish from parents with children in primary school (%),Preference for English from parents with children in primary school (%),Validated responses from parents of children not yet in school,Preference for singlesex from parents of children not yet in school,Preference for coeducational from parents of children not yet in school,Preference for multidenominational from parents of children not yet in school,Preference for denominational from parents of children not yet in school,Preference for Irish from parents of children not yet in school,Preference for English from parents of children not yet in school,Preference for singlesex from parents of children not yet in school (%),Preference for coeducational from parents of children not yet in school (%),Preference for multidenominational from parents of children not yet in school (%),Preference for denominational from parents of children not yet in school (%),Preference for Irish from parents of children not yet in school (%),Preference for English from parents of children not yet in school (%)
19815D,Scoil Bhríde,Co educational,Denominational,English,Roscommon,Roscommon,Mainstream,Bishop of Elphin,62,24,39%,16%,0,24,6,18,5,19,0%,100%,25%,75%,21%,79%,,,,,,,,,,,,,
20126K,Gaelscoil De Hide,Co educational,Denominational,Irish,Roscommon,Roscommon,Mainstream,An Foras Pátrúnachta,89,38,43%,13%,2,36,12,26,35,3,5%,95%,32%,68%,92%,8%,,,,,,,,,,,,,
20498B,St Cóman's Wood Primary School,Co educational,Denominational,English,Roscommon,Roscommon,Mainstream,Bishop of Elphin,442,194,44%,6%,11,183,65,129,18,176,6%,94%,34%,66%,9%,91%,50,4,46,18,32,3,47,8%,92%,36%,64%,6%,94%
13879W,Slatta N S,Co educational,Denominational,English,Roscommon,Strokestown,Mainstream,Bishop of Elphin,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15045G,S N Naomh Padraig,Single sex,Denominational,English,Roscommon,Strokestown,Mainstream,Bishop of Elphin,39,23,59%,16%,6,17,4,19,2,21,26%,74%,17%,83%,9%,91%,,,,,,,,,,,,,
16291D,Clooncagh N S,Co educational,Denominational,English,Roscommon,Strokestown,Mainstream,Bishop of Elphin,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17808T,St Mary's Primary,Co educational,Denominational,English,Roscommon,Strokestown,Mainstream,Bishop of Elphin,102,56,55%,11%,4,52,21,35,6,50,7%,93%,38%,62%,11%,89%,,,,,,,,,,,,,
18432F,S N Baile Ui Fhidhne,Co educational,Denominational,English,Roscommon,Strokestown,Mainstream,Bishop of Elphin,67,40,60%,13%,0,40,18,22,7,33,0%,100%,45%,55%,17%,82%,,,,,,,,,,,,,
12537M,Carn N S,Co educational,Denominational,English,Sligo,Ballaghadereen,Mainstream,Bishop of Achonry,74,41,55%,12%,0,41,14,27,8,33,0%,100%,34%,66%,20%,80%,,,,,,,,,,,,,
19392B,Scoil Naomh Aodain,Co educational,Denominational,English,Sligo,Ballaghadereen,Mainstream,Bishop of Achonry,49,17,35%,19%,0,17,7,10,2,15,0%,100%,41%,59%,12%,88%,,,,,,,,,,,,,
17599N,S N Baile an Luig,Co educational,Denominational,English,Sligo,Ballisodare,Mainstream,Bishop of Killala,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17838F,S N Eoin Naofa,Co educational,Denominational,English,Sligo,Ballisodare,Mainstream,Bishop of Achonry,140,51,36%,11%,0,51,16,35,6,45,0%,100%,31%,69%,12%,88%,,,,,,,,,,,,,
18715R,S N Pairc Ard,Co educational,Denominational,English,Sligo,Ballisodare,Mainstream,Bishop of Killala,49,30,61%,14%,0,30,15,15,3,27,0%,100%,50%,50%,10%,90%,,,,,,,,,,,,,
19416M,St Pauls Ns Collooney,Co educational,Denominational,English,Sligo,Ballisodare,Mainstream,"Bishop of Tuam, Killala and Achonry COI",55,23,42%,16%,0,23,10,13,4,19,0%,100%,43%,57%,17%,83%,,,,,,,,,,,,,
20122C,Scoil Mhuire agus Iosaf,Co educational,Denominational,English,Sligo,Ballisodare,Mainstream,Bishop of Achonry,161,50,31%,11%,0,50,19,31,8,42,0%,100%,38%,62%,16%,84%,,,,,,,,,,,,,
15342M,S N Naomh Mhuire,Co educational,Denominational,English,Sligo,Ballymote,Mainstream,Bishop of Achonry,30,11,37%,22%,0,11,3,8,2,9,0%,100%,27%,73%,18%,82%,,,,,,,,,,,,,
15378K,Rockfield N S,Co educational,Denominational,English,Sligo,Ballymote,Mainstream,Bishop of Achonry,125,50,40%,11%,0,50,23,27,3,47,0%,100%,46%,54%,6%,94%,,,,,,,,,,,,,
15431L,Killaville N S,Co educational,Denominational,English,Sligo,Ballymote,Mainstream,Bishop of Achonry,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17774F,S N Lissara Naofa,Co educational,Denominational,English,Sligo,Ballymote,Mainstream,Bishop of Achonry,38,10,26%,23%,0,10,2,8,2,8,0%,100%,20%,80%,20%,80%,,,,,,,,,,,,,
18298E,S N Cul Fada,Co educational,Denominational,English,Sligo,Ballymote,Mainstream,Bishop of Achonry,45,9,20%,24%,0,9,3,6,2,7,0%,100%,33%,67%,22%,78%,,,,,,,,,,,,,
18334F,S N Cnoc Mionna,Co educational,Denominational,English,Sligo,Ballymote,Mainstream,Bishop of Achonry,32,16,50%,19%,0,16,4,12,3,13,0%,100%,25%,75%,19%,81%,,,,,,,,,,,,,
19964U,Scoil Mhuire Gan Smal,Co educational,Denominational,English,Sligo,Ballymote,Mainstream,Bishop of Achonry,150,60,40%,10%,0,60,23,37,8,52,0%,100%,38%,62%,13%,87%,,,,,,,,,,,,,
04487E,S N Naithi Naofa,Co educational,Denominational,English,Sligo,Banada_Tubbercurry,Mainstream,Bishop of Achonry,39,13,33%,21%,0,13,2,11,4,9,0%,100%,15%,85%,31%,69%,,,,,,,,,,,,,
04802J,Cloonacool N S,Co educational,Denominational,English,Sligo,Banada_Tubbercurry,Mainstream,Bishop of Achonry,68,39,57%,13%,1,38,17,22,9,30,3%,97%,44%,56%,23%,77%,,,,,,,,,,,,,
13242V,Castlerock N S,Co educational,Denominational,English,Sligo,Banada_Tubbercurry,Mainstream,Bishop of Achonry,18,11,61%,22%,0,11,1,10,2,9,0%,100%,9%,91%,18%,82%,,,,,,,,,,,,,
13831R,Moylough N S,Co educational,Denominational,English,Sligo,Banada_Tubbercurry,Mainstream,Bishop of Achonry,39,22,56%,17%,0,22,5,17,6,16,0%,100%,23%,77%,27%,73%,,,,,,,,,,,,,
18029A,S N Muire Gan Smal,Co educational,Denominational,English,Sligo,Banada_Tubbercurry,Mainstream,Bishop of Achonry,69,32,46%,14%,1,31,8,24,6,26,3%,97%,25%,75%,19%,81%,,,,,,,,,,,,,
20019J,Holy Family School,Co educational,Denominational,English,Sligo,Banada_Tubbercurry,Mainstream,Bishop of Achonry,131,42,32%,12%,2,40,17,25,4,38,5%,95%,40%,60%,10%,90%,,,,,,,,,,,,,
20113B,Scoil Croi Naofa,Co educational,Denominational,English,Sligo,Banada_Tubbercurry,Mainstream,Bishop of Achonry,39,19,49%,18%,0,19,3,16,5,14,0%,100%,16%,84%,26%,74%,,,,,,,,,,,,,
20385L,Our Lady's National School,Co educational,Denominational,English,Sligo,Banada_Tubbercurry,Mainstream,Bishop of Achonry,31,12,39%,21%,0,12,5,7,0,12,0%,100%,42%,58%,0%,100%,,,,,,,,,,,,,
12767G,S N Ronain Naofa,Co educational,Denominational,English,Sligo,Boyle,Mainstream,Bishop of Achonry,23,12,52%,21%,0,12,7,5,4,8,0%,100%,58%,42%,33%,67%,,,,,,,,,,,,,
18543O,S N Clochog,Co educational,Denominational,English,Sligo,Boyle,Mainstream,Bishop of Elphin,26,10,39%,23%,0,10,1,9,4,6,0%,100%,10%,90%,40%,60%,,,,,,,,,,,,,
19389M,Sn Muire Gan Smal,Co educational,Denominational,English,Sligo,Charlestown,Mainstream,Bishop of Achonry,46,15,33%,20%,0,15,3,12,0,15,0%,100%,20%,80%,0%,100%,,,,,,,,,,,,,
02013S,Ballintogher N S,Co educational,Denominational,English,Sligo,Coola Cross,Mainstream,Bishop of Ardagh & Clonmacnoise,41,22,54%,17%,0,22,9,13,2,20,0%,100%,41%,59%,9%,91%,,,,,,,,,,,,,
13196R,Taunagh National School,Co educational,Denominational,English,Sligo,Coola Cross,Mainstream,Bishop of Kilmore Elphin & Ardagh COI,21,15,71%,20%,0,15,9,6,5,10,0%,100%,60%,40%,33%,67%,,,,,,,,,,,,,
15217J,Ardkeerin N S,Co educational,Denominational,English,Sligo,Coola Cross,Mainstream,Bishop of Elphin,81,36,44%,13%,1,35,15,21,10,26,3%,97%,42%,58%,28%,72%,,,,,,,,,,,,,
16044J,Kilross N S,Co educational,Denominational,English,Sligo,Coola Cross,Mainstream,Bishop of Elphin,27,15,56%,20%,0,15,4,11,3,12,0%,100%,27%,73%,20%,80%,,,,,,,,,,,,,
18053U,Sooey N S,Co educational,Denominational,English,Sligo,Coola Cross,Mainstream,Bishop of Elphin,67,36,54%,13%,0,36,16,20,1,35,0%,100%,44%,56%,3%,97%,,,,,,,,,,,,,
20575Q,S.n. Naomh Ailbhe,Co educational,Denominational,English,Sligo,Coola Cross,Mainstream,Bishop of Elphin,57,26,46%,15%,0,26,14,12,4,22,0%,100%,54%,46%,15%,85%,,,,,,,,,,,,,
03924S,Owenbeg N S,Co educational,Denominational,English,Sligo,Easkey,Mainstream,Bishop of Killala,20,10,50%,23%,0,10,2,8,4,6,0%,100%,20%,80%,40%,60%,,,,,,,,,,,,,
09691F,Killeenduff N S,Co educational,Denominational,English,Sligo,Easkey,Mainstream,Bishop of Killala,14,7,50%,26%,0,7,4,3,2,5,0%,100%,57%,43%,29%,71%,,,,,,,,,,,,,
15496Q,Leaffoney N S,Co educational,Denominational,English,Sligo,Easkey,Mainstream,"Bishop of Tuam, Killala and Achonry COI",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16492N,Rathlee N S,Co educational,Denominational,English,Sligo,Easkey,Mainstream,Bishop of Killala,46,16,35%,19%,0,16,3,13,2,14,0%,100%,19%,81%,12%,88%,,,,,,,,,,,,,
18580U,S N Muire Gan Smal,Co educational,Denominational,English,Sligo,Easkey,Mainstream,Bishop of Killala,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18592E,S N Naomh Iosef,Co educational,Denominational,English,Sligo,Easkey,Mainstream,Bishop of Killala,17,7,41%,26%,0,7,4,3,0,7,0%,100%,57%,43%,0%,100%,,,,,,,,,,,,,
19688W,Dromore West Central,Co educational,Denominational,English,Sligo,Easkey,Mainstream,Bishop of Killala,57,41,72%,12%,0,41,12,29,7,34,0%,100%,29%,71%,17%,83%,,,,,,,,,,,,,
12171T,Corballa N S,Co educational,Denominational,English,Sligo,Enniscrone,Mainstream,Bishop of Killala,63,39,62%,13%,0,39,12,27,8,31,0%,100%,31%,69%,21%,79%,,,,,,,,,,,,,
13940W,Enniscrone N S,Co educational,Denominational,English,Sligo,Enniscrone,Mainstream,Bishop of Killala,87,48,55%,12%,0,48,14,34,8,40,0%,100%,29%,71%,17%,83%,,,,,,,,,,,,,
14051T,Stokane Ns,Co educational,Denominational,English,Sligo,Enniscrone,Mainstream,Bishop of Killala,20,15,75%,20%,0,15,6,9,3,12,0%,100%,40%,60%,20%,80%,,,,,,,,,,,,,
15571E,Kilglass N S,Co educational,Denominational,English,Sligo,Enniscrone,Mainstream,Bishop of Killala,67,34,51%,14%,0,34,10,24,7,27,0%,100%,29%,71%,21%,79%,,,,,,,,,,,,,
15337T,S N Mhuire,Co educational,Denominational,English,Sligo,Grange,Mainstream,Bishop of Elphin,12,5,42%,30%,1,4,1,4,3,2,20%,80%,20%,80%,60%,40%,,,,,,,,,,,,,
16136O,Cliffoney N S,Co educational,Denominational,English,Sligo,Grange,Mainstream,Bishop of Elphin,60,21,35%,17%,0,21,8,13,7,14,0%,100%,38%,62%,33%,67%,,,,,,,,,,,,,
17021C,S N Padraig Naofa,Co educational,Denominational,English,Sligo,Grange,Mainstream,Bishop of Elphin,46,18,39%,18%,0,18,10,8,4,14,0%,100%,56%,44%,22%,78%,,,,,,,,,,,,,
17725P,S N Bhride,Co educational,Denominational,English,Sligo,Grange,Mainstream,Bishop of Elphin,11,7,64%,26%,0,7,3,4,4,3,0%,100%,43%,57%,57%,43%,,,,,,,,,,,,,
18366S,S N Aodain,Co educational,Denominational,English,Sligo,Grange,Mainstream,Bishop of Kilmore,12,6,50%,28%,0,6,5,1,2,4,0%,100%,83%,17%,33%,67%,,,,,,,,,,,,,
18575E,Scoil Naomh Molaise,Co educational,Denominational,English,Sligo,Grange,Mainstream,Bishop of Elphin,166,65,39%,10%,1,64,32,33,5,60,2%,98%,49%,51%,8%,92%,,,,,,,,,,,,,
19408N,Rathcormack N S,Co educational,Denominational,English,Sligo,Grange,Mainstream,Bishop of Elphin,116,45,39%,12%,1,44,22,23,11,34,2%,98%,49%,51%,24%,76%,,,,,,,,,,,,,
14636B,Carraroe N S,Co educational,Denominational,English,Sligo,Sligo,Mainstream,Bishop of Elphin,291,91,31%,9%,0,91,36,55,13,78,0%,100%,40%,60%,14%,86%,42,1,41,18,24,3,39,2%,98%,43%,57%,7%,93%
15004P,Scoil Asicus,Co educational,Denominational,English,Sligo,Sligo,Mainstream,Bishop of Elphin,162,69,43%,10%,2,67,44,25,24,45,3%,97%,64%,36%,35%,65%,36,0,36,20,16,8,28,0%,100%,56%,44%,22%,78%
17277O,St Edwards N S,Co educational,Denominational,English,Sligo,Sligo,Mainstream,Bishop of Elphin,128,45,35%,12%,1,44,20,25,1,44,2%,98%,44%,56%,2%,98%,,,,,,,,,,,,,
17641J,S N Realt na Mara,Co educational,Denominational,English,Sligo,Sligo,Mainstream,Bishop of Elphin,67,43,64%,12%,0,43,22,21,5,38,0%,100%,51%,49%,12%,88%,,,,,,,,,,,,,
18979F,S N Ursula,Co educational,Denominational,English,Sligo,Sligo,Mainstream,Bishop of Elphin,318,136,43%,7%,11,125,57,79,9,127,8%,92%,42%,58%,7%,93%,57,5,52,28,29,6,51,9%,91%,49%,51%,11%,89%
19206B,St. Cecilia's School,Co educational,Denominational,English,Sligo,Sligo,Special School,Daughters of Wisdom,88,29,33%,15%,0,29,13,16,3,26,0%,100%,45%,55%,10%,90%,,,,,,,,,,,,,
19340F,St Josephs Special Sch,Co educational,Denominational,English,Sligo,Sligo,Special School,North West Parents and Friends Association for persons with intellectual disability,36,13,36%,21%,0,13,5,8,0,13,0%,100%,38%,62%,0%,100%,,,,,,,,,,,,,
19495L,Carbury National School,Co educational,Denominational,English,Sligo,Sligo,Mainstream,"Joint patronage of Bishop of Kilmore Elphin & Ardagh COI , the Moderator of the Presbyterian Church in Ireland and the President of the Methodist Church in Ireland",149,61,41%,10%,1,60,37,24,9,52,2%,98%,61%,39%,15%,85%,,,,,,,,,,,,,
19635B,Ransboro New Central,Co educational,Denominational,English,Sligo,Sligo,Mainstream,Bishop of Elphin,152,59,39%,11%,0,59,30,29,6,53,0%,100%,51%,49%,10%,90%,30,0,30,17,13,4,26,0%,100%,57%,43%,13%,87%
19826I,St Brendans Ns,Co educational,Denominational,English,Sligo,Sligo,Mainstream,Bishop of Elphin,120,31,26%,14%,1,30,13,18,3,28,3%,97%,42%,58%,10%,90%,,,,,,,,,,,,,
19910U,Sligo Project School,Co educational,Multi denominational,English,Sligo,Sligo,Mainstream,Sligo School Project,37,17,46%,19%,0,17,11,6,4,13,0%,100%,65%,35%,24%,76%,,,,,,,,,,,,,
19942K,St Patricks Ns,Co educational,Denominational,English,Sligo,Sligo,Mainstream,Bishop of Elphin,118,46,39%,12%,1,45,19,27,5,41,2%,98%,41%,59%,11%,89%,,,,,,,,,,,,,
19974A,Scoil Eoin Naofa,Co educational,Denominational,English,Sligo,Sligo,Mainstream,Bishop of Elphin,211,69,33%,10%,5,64,31,38,6,63,7%,93%,45%,55%,9%,91%,,,,,,,,,,,,,
19985F,Our Lady Of Mercy N S,Co educational,Denominational,English,Sligo,Sligo,Mainstream,Bishop of Elphin,336,104,31%,8%,2,102,40,64,18,86,2%,98%,38%,62%,17%,83%,53,1,52,23,30,9,44,2%,98%,43%,57%,17%,83%
20044I,Gaelscoil Chnoc na Re,Co educational,Denominational,Irish,Sligo,Sligo,Mainstream,An Foras Pátrúnachta,146,53,36%,11%,0,53,33,20,48,5,0%,100%,62%,38%,91%,9%,35,2,33,21,14,35,0,6%,94%,60%,40%,100%,0%
11453B,Lisnamrock N S,Co educational,Denominational,English,Tipperary,Ballingarry,Mainstream,Archbishop of Cashel & Emly,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11470B,Slieveardagh N S,Co educational,Denominational,English,Tipperary,Ballingarry,Mainstream,Archbishop of Cashel & Emly,18,10,56%,23%,0,10,2,8,0,10,0%,100%,20%,80%,0%,100%,,,,,,,,,,,,,
19879G,Naomh Padraig Junior,Co educational,Denominational,English,Tipperary,Ballingarry,Mainstream,Archbishop of Cashel & Emly,34,18,53%,18%,0,18,5,13,3,15,0%,100%,28%,72%,17%,83%,,,,,,,,,,,,,
19880O,Naomh Padraig Senior,Co educational,Denominational,English,Tipperary,Ballingarry,Mainstream,Archbishop of Cashel & Emly,41,22,54%,17%,0,22,8,14,5,17,0%,100%,36%,64%,23%,77%,,,,,,,,,,,,,
20475M,Our Lady's National School,Co educational,Denominational,English,Tipperary,Ballingarry,Mainstream,Archbishop of Cashel & Emly,42,17,41%,19%,0,17,6,11,1,16,0%,100%,35%,65%,6%,94%,,,,,,,,,,,,,
16166A,Carrig N S,Co educational,Denominational,English,Tipperary,Birr,Mainstream,Bishop of Killaloe,40,14,35%,20%,0,14,7,7,2,12,0%,100%,50%,50%,14%,86%,,,,,,,,,,,,,
17179O,S N an Cillin,Co educational,Denominational,English,Tipperary,Birr,Mainstream,Bishop of Killaloe,70,26,37%,15%,0,26,11,15,4,22,0%,100%,42%,58%,15%,85%,,,,,,,,,,,,,
17512V,S N Flannain Naofa,Co educational,Denominational,English,Tipperary,Birr,Mainstream,Bishop of Killaloe,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17237C,S N Cill Barfhionn,Co educational,Denominational,English,Tipperary,Borrisokane,Mainstream,Bishop of Killaloe,33,12,36%,21%,0,12,3,9,2,10,0%,100%,25%,75%,17%,83%,,,,,,,,,,,,,
17543J,Cloughjordan N S,Co educational,Denominational,English,Tipperary,Borrisokane,Mainstream,Bishop of Killaloe,78,32,41%,14%,1,31,18,14,4,28,3%,97%,56%,44%,12%,88%,,,,,,,,,,,,,
17640H,S N Colmain Naofa,Co educational,Denominational,English,Tipperary,Borrisokane,Mainstream,Bishop of Killaloe,26,12,46%,21%,0,12,7,5,3,9,0%,100%,58%,42%,25%,75%,,,,,,,,,,,,,
17850S,S N Phadraig Naofa,Co educational,Denominational,English,Tipperary,Borrisokane,Mainstream,Bishop of Killaloe,59,23,39%,16%,0,23,8,15,2,21,0%,100%,35%,65%,9%,91%,,,,,,,,,,,,,
19422H,Cloughjordan No 1 N S,Co educational,Denominational,English,Tipperary,Borrisokane,Mainstream,"Bishop of Limerick, Killaloe & Ardfert COI",51,21,41%,17%,0,21,12,9,3,18,0%,100%,57%,43%,14%,86%,,,,,,,,,,,,,
20062K,Scoil Mhuire,Co educational,Denominational,English,Tipperary,Borrisokane,Mainstream,Bishop of Killaloe,90,30,33%,14%,0,30,19,11,2,28,0%,100%,63%,37%,7%,93%,,,,,,,,,,,,,
11384I,Gurtagarry N S,Co educational,Denominational,English,Tipperary,Borrisoleigh,Mainstream,Bishop of Killaloe,24,5,21%,30%,0,5,1,4,0,5,0%,100%,20%,80%,0%,100%,,,,,,,,,,,,,
13847J,Hollyford N S,Co educational,Denominational,English,Tipperary,Borrisoleigh,Mainstream,Archbishop of Cashel & Emly,13,6,46%,28%,0,6,2,4,0,6,0%,100%,33%,67%,0%,100%,,,,,,,,,,,,,
18322V,S N an Droma,Co educational,Denominational,English,Tipperary,Borrisoleigh,Mainstream,Archbishop of Cashel & Emly,24,11,46%,22%,0,11,4,7,3,8,0%,100%,36%,64%,27%,73%,,,,,,,,,,,,,
18379E,Barnane N S,Co educational,Denominational,English,Tipperary,Borrisoleigh,Mainstream,Archbishop of Cashel & Emly,12,5,42%,30%,0,5,2,3,1,4,0%,100%,40%,60%,20%,80%,,,,,,,,,,,,,
18557C,S N Teampall Doire,Co educational,Denominational,English,Tipperary,Borrisoleigh,Mainstream,Bishop of Killaloe,55,21,38%,17%,0,21,6,15,3,18,0%,100%,29%,71%,14%,86%,,,,,,,,,,,,,
19677R,Scoil Iosagain,Co educational,Denominational,English,Tipperary,Borrisoleigh,Mainstream,Archbishop of Cashel & Emly,77,44,57%,12%,0,44,11,33,7,37,0%,100%,25%,75%,16%,84%,,,,,,,,,,,,,
20451V,Scoil Naomh Cualán,Co educational,Denominational,English,Tipperary,Borrisoleigh,Mainstream,Archbishop of Cashel & Emly,131,61,47%,10%,1,60,13,48,7,54,2%,98%,21%,79%,11%,89%,,,,,,,,,,,,,
20467N,St Ailbe's National School,Co educational,Denominational,English,Tipperary,Bruff_Hospital,Mainstream,Archbishop of Cashel & Emly,50,20,40%,17%,2,18,12,8,3,17,10%,90%,60%,40%,15%,85%,,,,,,,,,,,,,
05144C,New Inn B N S,Single sex,Denominational,English,Tipperary,Cahir,Mainstream,Archbishop of Cashel & Emly,35,10,29%,23%,1,9,5,5,1,9,10%,90%,50%,50%,10%,90%,,,,,,,,,,,,,
10533R,Ballydrehid N S,Co educational,Denominational,English,Tipperary,Cahir,Mainstream,Archbishop of Cashel & Emly,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13404V,Scoil Mhuire Gan Smál,Co educational,Denominational,English,Tipperary,Cahir,Mainstream,Archbishop of Cashel & Emly,64,28,44%,15%,2,26,10,18,7,21,7%,93%,36%,64%,25%,75%,,,,,,,,,,,,,
16077B,Ardfinnan N S,Co educational,Denominational,English,Tipperary,Cahir,Mainstream,Bishop of Waterford & Lismore,172,79,46%,9%,0,79,25,54,12,67,0%,100%,32%,68%,15%,85%,35,0,35,13,22,10,25,0%,100%,37%,63%,29%,71%
17783G,S N Chuirt Doighte,Co educational,Denominational,English,Tipperary,Cahir,Mainstream,Bishop of Waterford & Lismore,54,24,44%,16%,0,24,10,14,5,19,0%,100%,42%,58%,21%,79%,,,,,,,,,,,,,
18062V,S N an Grainseach,Co educational,Denominational,English,Tipperary,Cahir,Mainstream,Bishop of Waterford & Lismore,94,39,42%,13%,0,39,11,28,7,32,0%,100%,28%,72%,18%,82%,,,,,,,,,,,,,
18538V,Scoil Mhuire,Co educational,Denominational,English,Tipperary,Cahir,Mainstream,Bishop of Waterford & Lismore,75,32,43%,14%,0,32,12,20,5,27,0%,100%,38%,62%,16%,84%,38,0,38,17,21,7,31,0%,100%,45%,55%,18%,82%
18582B,Ballylooby N S,Co educational,Denominational,English,Tipperary,Cahir,Mainstream,Bishop of Waterford & Lismore,102,36,35%,13%,0,36,14,22,3,33,0%,100%,39%,61%,8%,92%,,,,,,,,,,,,,
19305D,Tankerstown N S,Co educational,Denominational,English,Tipperary,Cahir,Mainstream,Archbishop of Cashel & Emly,45,23,51%,16%,1,22,9,14,1,22,4%,96%,39%,61%,4%,96%,,,,,,,,,,,,,
19540N,Clogheen Central N S,Co educational,Denominational,English,Tipperary,Cahir,Mainstream,Bishop of Waterford & Lismore,49,23,47%,16%,0,23,10,13,5,18,0%,100%,43%,57%,22%,78%,,,,,,,,,,,,,
20560D,Bunscoil na Cathrach,Co educational,Denominational,English,Tipperary,Cahir,Mainstream,Bishop of Waterford & Lismore,297,54,18%,11%,1,53,23,31,4,50,2%,98%,43%,57%,7%,93%,,,,,,,,,,,,,
14181J,Poulacapple N S,Co educational,Denominational,English,Tipperary,Callan,Mainstream,Archbishop of Cashel & Emly,34,14,41%,20%,0,14,7,7,2,12,0%,100%,50%,50%,14%,86%,,,,,,,,,,,,,
15362S,S N Michil Naofa,Co educational,Denominational,English,Tipperary,Callan,Mainstream,Archbishop of Cashel & Emly,97,29,30%,15%,0,29,7,22,4,25,0%,100%,24%,76%,14%,86%,,,,,,,,,,,,,
18459C,Scoil Mhuire,Co educational,Denominational,English,Tipperary,Callan,Mainstream,Archbishop of Cashel & Emly,18,7,39%,26%,0,7,3,4,1,6,0%,100%,43%,57%,14%,86%,,,,,,,,,,,,,
09967U,Upper Newtown N S,Co educational,Denominational,English,Tipperary,CarrickonSuir,Mainstream,Bishop of Waterford & Lismore,31,15,48%,20%,0,15,5,10,4,11,0%,100%,33%,67%,27%,73%,,,,,,,,,,,,,
11872V,Clochar na Toirbhirte,Single sex,Denominational,English,Tipperary,CarrickonSuir,Mainstream,Bishop of Waterford & Lismore,210,74,35%,9%,12,62,30,44,10,64,16%,84%,41%,59%,14%,86%,,,,,,,,,,,,,
16725K,S N Mhuire na mBraithre,Single sex,Denominational,English,Tipperary,CarrickonSuir,Mainstream,Bishop of Waterford & Lismore,104,29,28%,15%,5,24,10,19,3,26,17%,83%,34%,66%,10%,90%,,,,,,,,,,,,,
18085K,Ballyneale N S,Co educational,Denominational,English,Tipperary,CarrickonSuir,Mainstream,Bishop of Waterford & Lismore,45,7,16%,26%,0,7,0,7,0,7,0%,100%,0%,100%,0%,100%,,,,,,,,,,,,,
18326G,S N Naomh Padraig,Co educational,Denominational,English,Tipperary,CarrickonSuir,Mainstream,Bishop of Waterford & Lismore,36,16,44%,19%,0,16,9,7,1,15,0%,100%,56%,44%,6%,94%,,,,,,,,,,,,,
18501V,Grangemockler Ns,Co educational,Denominational,English,Tipperary,CarrickonSuir,Mainstream,Bishop of Waterford & Lismore,34,14,41%,20%,0,14,6,8,2,12,0%,100%,43%,57%,14%,86%,,,,,,,,,,,,,
20085W,Gaelscoil Charraig na Siuire,Co educational,Denominational,Irish,Tipperary,CarrickonSuir,Mainstream,An Foras Pátrúnachta,74,26,35%,15%,0,26,10,16,24,2,0%,100%,38%,62%,92%,8%,,,,,,,,,,,,,
02237R,Dualla N S,Co educational,Denominational,English,Tipperary,Cashel,Mainstream,Archbishop of Cashel & Emly,58,27,47%,15%,1,26,5,22,5,22,4%,96%,19%,81%,19%,81%,,,,,,,,,,,,,
02670I,San Isadoir,Co educational,Denominational,English,Tipperary,Cashel,Mainstream,Archbishop of Cashel & Emly,91,23,25%,16%,0,23,9,14,3,20,0%,100%,39%,61%,13%,87%,,,,,,,,,,,,,
04620D,Thomastown N S,Co educational,Denominational,English,Tipperary,Cashel,Mainstream,Archbishop of Cashel & Emly,77,29,38%,15%,0,29,11,18,3,26,0%,100%,38%,62%,10%,90%,,,,,,,,,,,,,
11605V,Rosegreen N S,Co educational,Denominational,English,Tipperary,Cashel,Mainstream,Archbishop of Cashel & Emly,80,30,38%,14%,3,27,12,18,3,27,10%,90%,40%,60%,10%,90%,,,,,,,,,,,,,
14426N,Knockavilla N S,Co educational,Denominational,English,Tipperary,Cashel,Mainstream,Archbishop of Cashel & Emly,47,20,43%,17%,2,18,8,12,5,15,10%,90%,40%,60%,25%,75%,,,,,,,,,,,,,
15970S,Ballytarsna N S,Co educational,Denominational,English,Tipperary,Cashel,Mainstream,Archbishop of Cashel & Emly,29,13,45%,21%,0,13,5,8,6,7,0%,100%,38%,62%,46%,54%,,,,,,,,,,,,,
17114J,S N an Ghabhailin,Co educational,Denominational,English,Tipperary,Cashel,Mainstream,Archbishop of Cashel & Emly,59,23,39%,16%,0,23,10,13,5,18,0%,100%,43%,57%,22%,78%,,,,,,,,,,,,,
